"Which actor's brother sometimes steps in to provide his voice when he is unavailable?","Samuel L. Jackson","Will Ferrell","Tom Hanks",2,9
"Of these movies, which has the most mistakes according to moviemistakes.com?","Scary Movie 3","Jurassic Park","The Birds",2,12
"Tom Cruise has been in six “Mission” movies which are described as what in the title?","Impossible","Quite dodgy","Borderline tricky",0,1
"The closing line of which movie is “That’ll do, pig. That’ll do”?","Bee Movie","Babe","Chicken Little",1,3
"Jesse Eisenberg portrayed which of these tech entrepreneurs in “The Social Network”?","Bill Gates","Mark Zuckerberg","Steve Jobs",1,4
"Which character in “The Dark Knight” says the line “Why so serious”?","The Joker","Scarecrow","Two-Face",0,5
"Which of these actors made their movie debut in “Back to the Future Part II”?","Macaulay Culkin","Elijah Wood","Tobey Maguire",1,7
"Which of these actors appeared in three of the movies shortlisted for the 2018 Best Picture Oscar?","Woody Harrelson","Michael Stuhlbarg","Octavia Spencer",1,8
"The Clint Eastwood movie “Pale Rider” used the theme music from which TV programme in its trailer?","Channel 4 News","Top Gear","Doctor Who",0,9
"Of these three true story movies, which is actually the “truest”, based on statistical analysis?","The King's Speech","The Wolf of Wall Street","Bridge of Spies",2,10
"Which of these did NOT feature in Empire’s 2017 list of the 100 greatest movies of all time?","Dr. Strangelove","Amélie","Avengers Assemble",0,11
"Which of these actors has played Winston Churchill in a feature-length movie?","Anthony Hopkins","Robbie Coltrane","Christian Slater",2,12
"“Where's my super suit” is a line spoken by which of these movie characters?","Superman","Frozone","Black Panther",1,4
"Which of these movies was the first to be preceded by the Amblin Entertainment logo, the company founded by Steven Spielberg?","The Goonies","Gremlins","ET",1,10
"Which of these directors owns the Skywalker Ranch in California?","Steven Spielberg","Francis Ford Coppola","George Lucas",2,5
"Of these three performers, who ranked highest on Forbes’ 2018 list of highest-paid actors?","Jackie Chan","Adam Sandler","Will Smith",0,10
"Which of these film characters had a pet llama named Tina?","Hans Gruber","Paul Blart","Napoleon Dynamite",2,3
"Harrison Ford played what fictional archaeologist in “Raiders of the Lost Ark”?","Texarkana Johnson","Indiana Jones","Canada Gord",1,1
"Who was the first person born in the 80s to have been nominated for the Best Actor Oscar?","Heath Ledger","Eddie Redmayne","Ryan Gosling",2,11
"Which of these people appeared in the movie “The Sixth Sense”?","Laura Linney","Donnie Wahlberg","Mark Wahlberg",1,8
"Which British sitcom's leading lady had a supporting role in “Wonder Woman”?","The Office","The Inbetweeners","Peep Show",0,4
"Which of these actors has NOT played both twin brothers in the same movie?","Tom Hardy","Jeremy Irons","Clive Owen",2,8
"In which movie was the character Kevin McCallister unwittingly abandoned by his family?","Nobody's Alone","Everyone's Home","Home Alone",2,2
"Members of which musical family auditioned to be in the movie 'The Sound of Music'?","The Gibb Brothers","The Osmonds","The Carpenters",1,12
"The script for which of these Oscar-winning movies was inspired by a floating plastic bag?","American Beauty","The Shape of Water","Birdman",0,7
"In 'Terminator: Genisys', the offices of the Cyberdyne organisation were based on those of which real company?","Facebook","Oracle","Google",1,11
"Which of these movies takes place in the 22nd century?","Avatar","The Purge","Prometheus",0,6
"Which Bond villain plans to recreate humanity with himself at the head of the human race?","Drax","Goldfinger","Scaramanga",0,11
"The actress who voiced the Snow Queen in “Frozen” also appeared in which other Disney movie?","Tangled","Enchanted","Moana",1,6
"Which actor's cameo role in "ET" was cut from the final version of the movie?","Billy Crystal","Robin Williams","Harrison Ford",2,7
"Who made his feature film debut in “Die Hard”?","Jeremy Irons","Bruce Willis","Alan Rickman",2,6
"Who played the title role in the 1990s movie “What's Eating Gilbert Grape”?","Tobey Maguire","Leonardo DiCaprio","Johnny Depp",2,7
"Which actor was replaced by Michael J Fox in “Back to the Future” after just a few weeks of filming?","Kiefer Sutherland","Matthew Modine","Eric Stoltz",2,11
"CASE and TARS are robots from which sci-fi movie?","Interstellar","Ex Machina","The Terminator",0,5
"Which of these Disney movies was based on a storyline written for a novelty reading toy?","Bambi","The Love Bug","Dumbo",2,12
"Which of these Tarantino movies begins with an English actor talking?","Reservoir Dogs","The Hateful Eight","Pulp Fiction",2,8
"Whose collection of jewels were known as the “crown jewels of Hollywood”?","Marilyn Monroe","Elizabeth Taylor","Grace Kelly",1,6
"Samuel L. Jackson almost quit “Snakes on a Plane” when producers threatened to change what?","Their choice of reptile","His salary","Movie’s name",2,9
"In “Grease,” the actor playing what character famously had to be sewn into their pants for the closing song?","Sandy","Danny","Rizzo",0,12
"Movie producer Hal Roach Sr. is said to have coined which of these terms?","Cut to the chase","Lights, camera, action!","In the can",0,9
"Which of these volcanoes shares its name with a Disney character?","Pacaya","Stromboli","Tambora",1,4
"Whose performance as Peeves was cut from the first “Harry Potter” movie?","Ricky Gervais","Richard Griffiths","Rik Mayall",2,6
"In a recent Twitter challenge, which movie's plot was described as “the saddest opening montage ever”?","Saving Private Ryan","Up","Bambi",1,6
"Which of these is a popular Vin Diesel action franchise?","xXx","hHh","aAa",0,2
"Which of these songs features on the “Pitch Perfect 2” soundtrack?","Lights","Flashlight","Firework",1,11
"What is actor Dwayne Johnson's wrestling name?","The Brick","The Pebble","The Rock",2,2
"The composer of music for “The Shining” also created the soundtrack for which of these movies?","Robocop","Total Recall","Tron",2,10
"Which of these movies features more than 10 characters in its cast?","Cast Away","Hard Candy","10 Cloverfield Lane",0,8
"Marilyn Monroe's final, unfinished movie was later remade into which of these?","Move Over, Darling","Viva Las Vegas","Breakfast at Tiffany's",0,11
"Which of these movies is based on a British short film starring Cherie Lunghi?","Fatal Attraction","Basic Instinct","Indecent Proposal",0,11
"What is the name of the energy sword featured in the Star Wars franchise?","Sabretooth","Lightsaber","Müllerlight",1,2
"Which of these movies did NOT feature Marlon Brando?","Goodfellas","The Godfather","Apocalypse Now",0,5
"Who was the first Golden Globe nominee for their role as a Marvel character?","Hugh Jackman","Chris Evans","Ryan Reynolds",2,10
"In the 80s, which Oscar-nominated actor portrayed lead characters in movies about country singing and football?","Sylvester Stallone","Jeff Bridges","Kevin Costner",0,9
"Which of these animals has featured in an Academy Award-winning movie?","Popcorn Deelites","Punxsutawney Phil","Orangey",2,12
"Which character did Michael Caine play in “The Muppet Christmas Carol”?","Ebenezer Scrooge","Ed Sheeran","Edward Scissorhands",0,2
"In “The Exorcist”, what is the name of the demon that possesses Regan?","Pikachu","Pazuzu","Uvavu",1,5
"Which of these animated movies does NOT star a knighted actor?","The Emoji Movie","Fantastic Mr. Fox","Wreck-It Ralph",2,6
"Which of these BBC radio personalities featured in the 2006 movie “Children of Men”?","DJ Nihal","Scott Mills","John Humphrys",0,11
"Which movie's poster depicts a lonely astronaut above the line “950,000 miles from home”?","Life","Moon","Gravity",1,8
"“Sister Suffragette" is a song from which musical film?","Oliver!","Mary Poppins","The Sound of Music",1,4
